=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-5-14_6-11-4
====================================================================================
6:11:4 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
6:11:4 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
6:11:4 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
6:11:4 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
6:11:4 | [PermissionManager] Perm (EspToolsMenu) has been registered!
6:11:4 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
6:11:4 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
6:11:4 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
6:11:4 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
6:11:4 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
6:11:4 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
6:11:4 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
6:11:4 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
6:11:4 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
6:11:4 | [PermissionManager] Adding Super Admin (76561198413928129)
6:11:4 | [PermissionManager] Loaded UserGroups.json
6:11:4 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
6:11:4 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
6:11:4 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
6:11:4 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
6:11:4 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
6:11:4 | Building Sets Loaded: 1
6:11:4 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
7:40:57 | Player "The Penguin Explorer" (steamId=76561199380565467) connected to server!
8:20:40 | Player "Mick" (steamId=76561198061747392) connected to server!
9:18:8 | Player "The Penguin Explorer" (steamId=76561199380565467) initiated disconnect process...
9:18:11 | Player "The Penguin Explorer" (steamId=76561199380565467) disconnected from server.
9:22:8 | Player "The Penguin Explorer" (steamId=76561198413928129) connected to server!
9:22:23 | "The Penguin Explorer" (steamid=76561198413928129) gave godmode to (steamid=76561198413928129)
9:22:35 | "76561198413928129" (steamid=76561198413928129) teleported to (pos=<8469.879883, 5.130000, 9231.070313>)
9:22:35 | "The Penguin Explorer": (steamid=76561198413928129) teleported to (pos=8469.88,0,9231.07)
9:23:22 | Admin "The Penguin Explorer" (steamId=76561198413928129) built part pole at position: <8473.147461, 11.149935, 9135.547852>
9:24:26 | "The Penguin Explorer" (steamid=76561198413928129) toggled freecam
9:24:33 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<8472.290039, 11.807095, 9134.258789>)
9:24:35 | "The Penguin Explorer" (steamid=76561198413928129) toggled freecam
9:24:37 | "The Penguin Explorer" (steamid=76561198413928129) toggled freecam
9:24:39 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<8473.179688, 11.003712, 9132.344727>)
9:24:41 | "The Penguin Explorer" (steamid=76561198413928129) toggled freecam
9:24:59 | "The Penguin Explorer" (steamid=76561198413928129) toggled freecam
9:25:3 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<8472.557617, 12.710033, 9136.054688>)
9:25:4 | "The Penguin Explorer" (steamid=76561198413928129) toggled freecam
9:25:23 | "The Penguin Explorer" (steamid=76561198413928129) Spawned Item: (FirefighterAxe_Green)
9:25:28 | "The Penguin Explorer" (steamid=76561198413928129) Spawned Item: (SledgeHammer)
9:26:12 | "The Penguin Explorer" (steamid=76561198413928129) deleted objects using ESP
9:26:24 | "The Penguin Explorer" (steamid=76561198413928129) toggled freecam
9:26:40 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<8480.136719, 53.699993, 9130.840820>)
9:26:40 | "The Penguin Explorer" (steamid=76561198413928129) toggled freecam
9:26:50 | "The Penguin Explorer" (steamid=76561198413928129) Spawned Item: (TerritoryFlagKit)
9:27:9 | Admin "The Penguin Explorer" (steamId=76561198413928129) built part base at position: <8481.582031, 53.699993, 9127.850586>
9:27:11 | Admin "The Penguin Explorer" (steamId=76561198413928129) built part support at position: <8481.582031, 53.699993, 9127.850586>
9:27:13 | Admin "The Penguin Explorer" (steamId=76561198413928129) built part pole at position: <8481.582031, 53.699993, 9127.850586>
9:28:19 | Player "The Penguin Explorer" (steamId=76561198413928129) initiated disconnect process...
9:28:22 | Player "The Penguin Explorer" (steamId=76561198413928129) disconnected from server.
9:32:48 | Player "The Penguin Explorer" (steamId=76561199380565467) connected to server!
9:35:18 | Player "Mick" (steamId=76561198061747392) initiated disconnect process...
9:35:21 | Player "Mick" (steamId=76561198061747392) disconnected from server.
10:35:32 | Player "Mick" (steamId=76561198061747392) connected to server!
12:38:43 | Player "Mick" (steamId=76561198061747392) initiated disconnect process...
12:38:46 | Player "Mick" (steamId=76561198061747392) disconnected from server.
13:15:21 | Player "Mick" (steamId=76561198061747392) connected to server!
14:23:58 | Player "The Penguin Explorer" (steamId=76561199380565467) initiated disconnect process...
14:24:1 | Player "The Penguin Explorer" (steamId=76561199380565467) disconnected from server.
14:38:53 | Player "Mick" (steamId=76561198061747392) initiated disconnect process...
14:38:56 | Player "Mick" (steamId=76561198061747392) disconnected from server.
