Loot System Logs Active: 2025_8_21-21_28_33
21_30_34 | INFO | Loot System has started
21_35_9 | INFO | Defender ZmbM_FarmerFat_Green spawned at: <1985.791626, 25.048056, 554.931519>
21_35_9 | INFO | Surface type at position <1985.791626, 25.048056, 554.931519> is concrete_ext
21_35_9 | INFO | Raycast hit surface at: <1985.827393, 28.511230, 554.616455>
21_35_9 | INFO | Defender ZmbF_JoggerSkinny_Red spawned at: <1985.827393, 28.511230, 554.616455>
21_35_9 | INFO | Surface type at position <1985.827393, 28.511230, 554.616455> is concrete_ext
21_35_9 | INFO | Loot Box Deleted at position: <1985.665649, 27.955004, 554.450439>
21_35_9 | INFO | Spawning loot box at position: <1985.665649, 27.959158, 554.450439>
21_35_9 | INFO | Random loot table selected from user setting file: Tools
21_35_9 | INFO | Successfully spawned loot box at position: <1985.665649, 27.959158, 554.450439>
21_35_9 | INFO | Spawning loot box at position: <1985.665649, 27.959158, 554.450439>
21_35_9 | ERROR | Not Enough Loot In The List Compared To The Min Loot Amount for box at <1985.665649, 27.959158, 554.450439>
21_35_9 | INFO | UnlockLootRoom: No sound is set to play for loot room 'South Port Industrial Base'.
21_36_9 | INFO | Locked Loot Room South Port Industrial Base has been locked.
21_37_25 | INFO | UnlockLootRoom: Loot room 'South Port Industrial Base' unlocked by Player: P E N G U I N [SteamID: 76561198413928129]
21_37_25 | INFO | Raycast hit surface at: <1985.300659, 26.964848, 556.028381>
21_37_25 | INFO | Defender ZmbM_FarmerFat_Brown spawned at: <1985.300659, 26.964848, 556.028381>
21_37_25 | INFO | Surface type at position <1985.300659, 26.964848, 556.028381> is concrete_ext
21_37_25 | INFO | Raycast hit surface at: <1986.379395, 25.048056, 554.023438>
21_37_25 | INFO | Defender ZmbF_JoggerSkinny_Red spawned at: <1986.379395, 25.048056, 554.023438>
21_37_25 | INFO | Surface type at position <1986.379395, 25.048056, 554.023438> is concrete_ext
21_37_25 | INFO | Raycast hit surface at: <1987.079956, 26.837364, 555.305359>
21_37_25 | INFO | Defender ZmbM_FarmerFat_Green spawned at: <1987.079956, 26.837364, 555.305359>
21_37_25 | INFO | Surface type at position <1987.079956, 26.837364, 555.305359> is concrete_ext
21_37_25 | INFO | Loot Box Deleted at position: <1985.665649, 27.955004, 554.450439>
21_37_25 | INFO | Spawning loot box at position: <1985.665649, 27.959158, 554.450439>
21_37_25 | INFO | Random loot table selected from user setting file: Tools
21_37_25 | INFO | Successfully spawned loot box at position: <1985.665649, 27.959158, 554.450439>
21_37_25 | INFO | Spawning loot box at position: <1985.665649, 27.959158, 554.450439>
21_37_25 | ERROR | Not Enough Loot In The List Compared To The Min Loot Amount for box at <1985.665649, 27.959158, 554.450439>
21_37_25 | INFO | UnlockLootRoom: No sound is set to play for loot room 'South Port Industrial Base'.
21_38_25 | INFO | Locked Loot Room South Port Industrial Base has been locked.
